identifier_vote,date,report,desc,title,for,against,abstention,committee,oeil,mepid,lastname,firstname,result,epgroup,party,start,end,birthdate,country,term
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6938,RZOŃCA,Bogdan,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1961-02-01,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7157,RUISSEN,Bert-Jan,for,ECR,Staatkundig Gereformeerde Partij,2019-07-02,NA,1972-03-22,nl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7097,ROOS,Robert,for,ECR,JA21,2019-07-02,NA,1966-08-02,nl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7278,ROOKMAKER,Dorien,for,NA,Meer Directe Democratie,2021-09-25,NA,1964-07-30,nl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7160,ROOKEN,Rob,for,ECR,JA21,2019-07-02,NA,1969-10-05,nl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6937,RAFALSKA,Elżbieta,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1955-06-22,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7205,PROCACCINI,Nicola,for,ECR,Fratelli d'Italia,2019-07-02,NA,1976-01-21,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5974,PORĘBA,Tomasz Piotr,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1973-03-31,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6934,MOŻDŻANOWSKA,Andżelika Anna,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1975-03-20,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7209,MILAZZO,Giuseppe,for,ECR,Fratelli d'Italia,2019-07-02,NA,1977-08-21,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7173,MELBĀRDE,Dace,for,ECR,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",2019-07-02,NA,1971-04-03,lv,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6931,MAZUREK,Beata,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1967-10-19,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6608,LUNDGREN,Peter,for,ECR,Sverigedemokraterna,2019-07-02,NA,1963-02-02,se,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5969,LEGUTKO,Ryszard Antoni,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1949-12-24,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5507,KUŹMIUK,Zbigniew,for,ECR,Prawo i Sprawiedliwość,2019-07-02,NA,1956-09-19,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7125,GARCÍA MUÑOZ,Isabel,for,S&D,Partido Socialista Obrero Español,2019-07-02,NA,1977-03-03,es,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7105,GARCÍA DEL BLANCO,Ibán,for,S&D,Partido Socialista Obrero Español,2019-07-02,NA,1977-02-08,es,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7090,GÁLVEZ MUÑOZ,Lina,for,S&D,Partido Socialista Obrero Español,2019-07-02,NA,1969-09-13,es,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6955,FUGLSANG,Niels,for,S&D,Socialdemokratiet,2019-07-02,NA,1985-06-29,dk,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6791,FRITZON,Heléne,for,S&D,Arbetarepartiet- Socialdemokraterna,2019-07-02,NA,1960-09-29,se,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6770,FERRANDINO,Giuseppe,for,S&D,Partito Democratico,2019-07-02,NA,1963-03-21,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6652,FERNÁNDEZ,Jonás,for,S&D,Partido Socialista Obrero Español,2019-07-02,NA,1979-01-08,es,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6080,FAJON,Tanja,for,S&D,Socialni demokrati,2019-07-02,NA,1971-05-09,si,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6014,ERTUG,Ismail,for,S&D,Sozialdemokratische Partei Deutschlands,2019-07-02,NA,1975-12-05,de,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7282,ENGERER,Cyrus,for,S&D,Partit Laburista,2020-11-05,NA,1981-09-28,mt,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7248,DURÁ FERRANDIS,Estrella,for,S&D,Partido Socialista Obrero Español,2019-07-02,NA,1963-09-22,es,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6969,DOBREV,Klára,for,S&D,Demokratikus Koalíció,2019-07-02,NA,1972-02-02,hu,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6062,DE CASTRO,Paolo,for,S&D,Partito Democratico,2019-07-02,NA,1958-02-02,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7293,De Basso,NA,for,S&D,NA,NA,NA,NA,NA,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6794,CUTAJAR,Josianne,for,S&D,Partit Laburista,2019-07-02,NA,1989-12-27,mt,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5661,CREȚU,Corina,for,S&D,PRO Romania,2019-07-02,NA,1967-06-24,ro,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7046,CIUHODARU,Tudor,for,S&D,Partidul Social Democrat,2019-07-02,NA,1969-01-16,ro,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6901,CIMOSZEWICZ,Włodzimierz,for,S&D,Sojusz Lewicy Demokratycznej - Unia Pracy,2019-07-02,NA,1950-09-13,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6499,CHINNICI,Caterina,for,S&D,Partito Democratico,2019-07-02,NA,1954-11-05,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7166,CHAHIM,Mohammed,for,S&D,Partij van de Arbeid,2019-07-02,NA,1985-04-18,nl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7030,CERDAS,Sara,for,S&D,Partido Socialista,2019-07-02,NA,1989-03-23,pt,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7252,CARVALHAIS,Isabel,for,S&D,Partido Socialista,2019-09-03,NA,1973-02-28,pt,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6838,BURKHARDT,Delara,for,S&D,Sozialdemokratische Partei Deutschlands,2019-07-02,NA,1992-11-03,de,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,4690,BULLMANN,Udo,for,S&D,Sozialdemokratische Partei Deutschlands,2019-07-02,NA,1956-06-08,de,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6843,BRGLEZ,Milan,for,S&D,Socialni demokrati,2019-07-02,NA,1967-09-01,si,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6264,BORZAN,Biljana,for,S&D,Socijaldemokratska partija Hrvatske,2019-07-02,NA,1971-11-29,hr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6449,BONAFÈ,Simona,for,S&D,Partito Democratico,2019-07-02,NA,1973-07-12,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5867,BLINKEVIČIŪTĖ,Vilija,for,S&D,Lietuvos socialdemokratų partija,2019-07-02,NA,1960-03-03,lt,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6833,BISCHOFF,Gabriele,for,S&D,Sozialdemokratische Partei Deutschlands,2019-07-02,NA,1961-01-04,de,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6891,BIEDROŃ,Robert,for,S&D,Wiosna,2019-07-02,NA,1976-04-13,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6796,BERGKVIST,Erik,for,S&D,Arbetarepartiet- Socialdemokraterna,2019-07-02,NA,1965-05-01,se,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,5173,BEŇOVÁ,Monika,for,S&D,SMER-Sociálna demokracia,2019-07-02,NA,1968-08-15,sk,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6505,BENIFEI,Brando,for,S&D,Partito Democratico,2019-07-02,NA,1986-01-01,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7047,BENEA,Adrian-Dragoş,for,S&D,Partidul Social Democrat,2019-07-02,NA,1975-12-18,ro,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6889,BELKA,Marek,for,S&D,Sojusz Lewicy Demokratycznej,2019-07-02,NA,1952-01-09,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7193,BARTOLO,Pietro,for,S&D,Partito Democratico,2019-07-02,NA,1956-02-10,it,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6831,BARLEY,Katarina,for,S&D,Sozialdemokratische Partei Deutschlands,2019-07-02,NA,1968-11-19,de,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6888,BALT,Marek Paweł,for,S&D,Sojusz Lewicy Demokratycznej,2019-07-02,NA,1973-04-08,pl,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7040,AVRAM,Carmen,for,S&D,Partidul Social Democrat,2019-07-02,NA,1966-05-08,ro,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6977,ARA-KOVÁCS,Attila,for,S&D,Demokratikus Koalíció,2019-07-02,NA,1953-01-14,hu,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7254,ANGEL,Marc,for,S&D,Parti ouvrier socialiste luxembourgeois,2019-12-10,NA,1963-03-12,lu,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6687,ANDROULAKIS,Nikos,for,S&D,PASOK-KINAL,2019-07-02,NA,1979-02-07,gr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6279,ANDRIEU,Eric,for,S&D,Parti socialiste,2019-07-02,NA,1960-04-14,fr,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,7167,AMERIKS,Andris,for,S&D,Gods kalpot Rīgai,2019-07-02,NA,1961-03-05,lv,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6651,AGUILERA,Clara,for,S&D,Partido Socialista Obrero Español,2019-07-02,NA,1964-01-03,es,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6802,AGIUS SALIBA,Alex,for,S&D,Partit Laburista,2019-07-02,NA,1988-01-31,mt,9
140111,2022-03-01T16:48:54Z,B9-0123/2022,Proposition de résolution (ensemble du texte),Russian aggression against Ukraine,637,13,26,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2564(RSP)&amp;l=en,6695,ZULLO,Marco,for,Renew,Independent,2019-07-02,NA,1978-10-29,it,9
